Data,Endereço,Latitude,Longitude,Origem,Frequência,Intensidade,Horário,Duração_horas,dB,Observações
2025-09-05 15:18:05.756503,"1449, Rua São Silvestre, Batista Campos, Guamá, Belém, Região Geográfica Imediata de Belém, Região Geográfica Intermediária de Belém, Pará, Região Norte, 66033-035, Brasil",-1.4666433560021506,-48.48355114459992,"Paredão, Trio e Aparelhagens",Todos os dias,Alto,"Madrugada, Noite, Tarde",7.5,69,
