Data,Endereço,Latitude,Longitude,Origem,Frequência,Intensidade,Horário,Duração_horas,dB,Observações
2025-09-05 15:20:04.826151,"Star Pet, 1722, Rua dos Mundurucus, Batista Campos, Belém, Região Geográfica Imediata de Belém, Região Geográfica Intermediária de Belém, Pará, Região Norte, 66033-718, Brasil",-1.4605084638536692,-48.489532470703125,Som de carro (propaganda),Todos os dias,Baixo,,1.0,,
