Data,Endereço,Latitude,Longitude,Origem,Frequência,Intensidade,Horário,Duração_horas,dB,Observações
2025-09-05 15:23:01.779449,"846, Avenida Roberto Camelier, Jurunas, Belém, Região Geográfica Imediata de Belém, Região Geográfica Intermediária de Belém, Pará, Região Norte, 66025-455, Brasil",-1.4674799309026991,-48.488717079162605,Som de carro (propaganda),Todos os dias,Baixo,,1.0,,
