Data,Endereço,Latitude,Longitude,Origem,Frequência,Intensidade,Horário,Duração_horas,dB,Observações
2025-09-05 15:22:18.771768,"2245, Rua dos Timbiras, Cremação, Guamá, Belém, Região Geográfica Imediata de Belém, Região Geográfica Intermediária de Belém, Pará, Região Norte, 66045-520, Brasil",-1.4618008682273371,-48.481507301330566,Som de carro (propaganda),Todos os dias,Baixo,,1.0,,
