Data,Endereço,Latitude,Longitude,Origem,Frequência,Intensidade,Horário,Duração_horas,dB,Observações
2025-09-06 08:55:06.164517,"1447, Rua São Silvestre, Batista Campos, Guamá, Belém, Região Geográfica Imediata de Belém, Região Geográfica Intermediária de Belém, Pará, Região Norte, 66033-035, Brasil",-1.4666191,-48.4835957,Autofalantes em residências,Todos os finais de semana,Alto,"Noite, Madrugada, Tarde",6.0,70,
